PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,OilPeakRate
-639025.9760669096,275646.6270771658,409739.03908276354,-359.032088087043,2206.3404980124565,-1653.9599893481723,6162.70606736057,179.26813079712647,-342.7053334713228,402.08063642567447,-984.4846112986293,-1338.870491891335,-400.63535926483905,-193.56523382102975,17.9069088908496,-11.356998437229615,5.65189178821762,4.283457493923251,-0.18792899291001783,0.6586613674029401,0.09944066614389763,-0.47929777311025995,-0.3220597049719085,88.17779142
-865196.1077526873,-260361.08804090318,419522.90391989425,3756.7860613787434,1920.6456657886301,-1749.041311856234,7937.041205605257,619.4069987686803,-255.53871215280094,-389.5065649042479,1216.146700735148,-1475.5732010456074,-111.71069362129644,-176.50727928928345,9.540380287343817,-16.522572259118565,-10.298817313594943,1.2912612651138602,-0.10350869613322349,-1.1541308807318118,-0.690840671858343,-0.16966136064443285,-0.38219662400755705,208.4258259
-843568.22995846,-232925.74068609395,424940.9393719901,-44872.61248659238,3803.9160567825415,-1173.1885295211432,-5471.95838385957,-2758.566629588683,-760.0036711725203,-814.6489646930113,-503.7633125128223,-1295.245054029234,-47.69362219985578,150.76010872522468,-3.6457583927185993,48.96650496893845,-11.280341386873646,-0.9732876724663645,-0.3144261304812308,-1.081014705000547,-0.7162802659578481,-0.13095882589439342,-0.48380353580984065,82.86906044
-616707.5714412093,265437.14438493666,424043.2027652005,-264.9555610129345,2180.8743815184143,-1745.4412297261085,5546.882218610891,224.90609302291102,-269.9422349694691,188.33270661542824,-1856.0677216933746,-1350.0488089518383,-411.8726772628185,126.80990972561632,3.9730556076548917,-3.4370722350246026,-8.1782930505932,3.8077880330490395,-0.21972463403173947,-0.7357338330892492,-0.12306543119640691,0.8752477254832319,-0.5158513612951701,87.55337972
-636339.606937863,274516.31099659804,398542.92872293043,-540.1388937668255,-2974.252371255876,923.845951747425,6844.102574537754,110.46942574335354,69.23200443448324,393.32696450441915,-1032.337527770992,1490.4363512880682,-431.76021363606225,-188.95508400988436,17.088783874943406,-12.77646266005226,8.0044881148035,4.445974504498979,-0.12462180765937234,0.6914284185250512,0.07912193152713715,-0.46564372655559183,-0.3541395125859466,95.88096722
-624945.9875284941,269191.56302912324,421042.080038911,-447.32707427666236,-2974.1761967317593,841.8181666483754,2482.338134652706,132.23445904694236,118.9351227349003,285.9441937313858,-931.3543674697357,1554.7575470829715,-395.86826115489305,-187.06032171347618,14.72642239139698,-12.499525921153673,7.944519600883611,4.066748579026186,-0.07484152734780318,-1.0030679423852418,-0.718929159985413,-0.13896141411278862,-0.3786392744624946,175.5217108
-624228.67126322,268886.0083989434,418354.47934757144,-457.8580808895751,-2968.4882466024956,831.9676408759224,6402.582994251855,136.10905754480763,89.50082290858215,253.51553707579993,-1340.516308906226,1526.0897699120255,35.53882082070904,-168.66932386309742,-1.9243514682157714,-6.736013143851824,-11.816402165746686,-0.47854655337391316,0.03433116941007377,-1.1008413865786744,-0.6989597615301393,-0.12594663770236184,-0.23581704303363218,60.16667598
-855063.2655458661,-248509.73481910338,415013.7013911085,3400.67140186896,-6825.107435994599,3424.9817704253946,7824.680424869264,586.5923880322022,90.897527856536,-520.389530109895,40.41473762209216,1058.2457027874084,-143.49528774015312,148.21255519823268,-5.248597660266064,-9.519929947234491,-16.670803420964294,-0.22891045686056202,-0.11091996680704676,0.5934795214755073,0.07414060504773436,-0.49647558275927234,-0.4134549174453396,93.01231598
-866163.9196267043,-260787.60059488943,422163.5392013257,3767.51753149263,1961.1961980114008,-1738.9545358297455,8645.446559024595,622.9163882003876,-254.235634018743,-387.351758893836,1159.2857469509852,-1412.69469025315,-121.05372768154443,-176.94535562233241,10.074797745407585,-16.586838303118135,-10.416146698371904,0.9488854651152857,-0.12754682610236298,0.5400004148021377,0.10449721584700349,-0.49244962996423064,-0.358746973535608,54.92857993
-623975.2634913035,268357.76522226626,417230.66223727784,-56435.47071297537,-907.2148333357122,1836.941249229969,-5602.4742523854875,7559.141485138866,785.1439631840185,-583.7422848501454,-1297.457278717094,1445.5241575707976,-222.26866412117388,181.94215807662576,-8.19395585743943,129.9812363172352,-6.260042247762958,4.470213160103967,-0.31673076734807937,-0.5326017325875121,1.1194288167170472,0.5294091322715009,-0.5432190901033761,72.41667787
-623249.8378780297,267980.4944444295,415380.6210020955,-64415.7427771464,4697.892918336171,-640.8550914323657,2667.061224531688,8688.575257528906,391.53022124294677,-738.8538128011354,-1570.4924113812222,-1331.572380607652,-235.57043592325027,177.54826009430008,-3.2916495449905443,140.9486066061868,-11.247896730890986,5.135782340720395,-0.46145732365538167,0.7705983006141652,0.1058027023478469,-0.46837635997626115,-0.4610756437585077,63.11905739
-881845.2256229155,-263937.0148962982,414324.65756025986,3619.6647369206603,-1947.1023218377916,-3159.7803794178717,2822.3122438365217,463.76879486923303,1199.7660037386631,-398.25863923216457,1175.3564789044224,-143.5412620681198,-112.48419383894226,-177.0211592196753,7.132918357977843,-17.42308534705854,-10.755536578077324,1.1788694688913028,-0.07589163007270286,0.5756703936355628,0.09530649694481338,-0.4828161118947066,-0.3789005272443353,133.41073490000002
-841320.4497364197,-266631.81278626487,434054.827957389,1711.4120833122545,-3140.990247909215,1075.145625414261,816.6222866636001,-14137.240901403598,-1439.1659610498207,46.19943731204934,102.09922527993696,1502.7528968375743,163.2867200808382,44.08591693742625,-9.173136955325619,22.406921807385004,-11.51781983019188,-7.640877677000474,-0.19458340015824593,0.4642329376687296,0.0525619516673045,-0.4341226798731149,-0.3307908616390421,31.7996081
-825971.150749669,-160628.85989121482,406610.14426224,2987.6611928774155,1947.7182557443023,-1782.8709273499153,-2708.2928459151044,545.4285814438471,-139.30521257535668,-332.03020927148566,528.2494207359138,-1304.9380596124386,259.24949957432295,-162.65004709249578,-7.767150081472377,-10.69284745461262,-16.472090230871384,-3.680586066804555,0.0229545151717566,0.5057392905174452,0.10946020798967313,-0.46971338492253334,-0.2312985067144616,20.64286034
-874495.7174453288,-265374.0380537328,407821.5094023951,3619.477663909083,-3247.978989196197,768.8465442840929,4893.055047346552,555.2078518122993,202.45336719587453,-383.53159369405654,1274.353759342647,1499.0692763514096,-98.06964859142752,-169.17757199533455,6.086098243310655,-17.854744208088235,-9.374556584339686,1.845765199237789,-0.039641138411349225,0.5773839960083729,0.08356565254635083,-0.47586861055634994,-0.38143489664745306,76.35715467
-871834.955840949,-257777.05190280368,410538.64455651864,3561.7388026252784,-3244.0494603697334,752.6234268211239,8088.06041447859,547.7330090070053,188.92768801645929,-362.07742540158415,1177.8609803737183,1503.7855075720547,-118.31493473962692,-170.04977774415948,7.398526091844598,-17.82242583154108,-8.403828441592957,0.6808033833222265,-0.04974884683744836,0.5656956732300368,0.08454141210574989,-0.47810709226557907,-0.38403706019972517,178.69050380000002
-668619.3178040277,289179.3439630458,390430.00463274936,-478.61442062460986,2224.9964966252987,-1694.4215174010205,8340.757300389807,168.50830880219908,-343.9035580843706,26.549185366355065,-2026.3732817674947,-1285.5076327853578,-12.49717196087638,158.61898964814654,-12.29485605489018,2.2322313052120615,-25.97061389896885,-0.409136074046936,-0.13247607526452354,0.5701980348042793,0.11043689598599798,-0.4899130021296212,-0.22596142076681358,9.30952525
-875185.5963231741,-279297.21010175894,423713.7596794755,3930.3642368559235,2180.562959730226,-1439.5854735824485,8558.51631308659,676.3352330978787,-379.21644735661613,-530.0210658103938,631.8291771263404,-1383.4794935345503,-171.0732139710394,45.261495633134004,2.363060806781167,-11.910196067648009,-17.946711290416,0.31494229529504364,-0.14348291516618839,-1.1454215018280227,-0.6993086899933545,-0.18642290110209925,-0.4274127202431609,81.85715553
-627176.730789713,270128.83329278976,430271.45460414607,-278.5086866723496,2194.9984152247034,-1587.0952798548233,8259.569028649767,214.32265769187828,-416.6185020812755,271.499343238925,-1396.1224674527105,-1371.033705387463,22.650231797120913,-23.620849820035613,-6.161070351673068,-2.504888485277419,-15.046526628476592,-0.30491130418697443,-0.07943564522132139,-1.129997678374291,-0.6827613441105826,-0.15392014918735367,-0.2296622742283219,82.80953663
-614357.9443103008,264176.0889239954,450818.48443163093,-149.0594823147587,2912.87723916557,-1822.9781342415367,-4172.423227813993,220.10676468622344,-245.76071594673078,187.03517320989832,-657.1182953984124,-1714.2064564103127,-415.3672920190876,-42.78694190677477,9.24560599077655,-8.720785221283254,8.409927859520577,4.336444240926063,-0.1987896906506315,0.6812907046648442,0.08836989604871177,-0.486627755117497,-0.35974953962167766,6.202381912000001
-677645.9349779214,293291.6808221343,386328.04392283154,-636.5939122528517,-2207.15920332634,772.8658809082228,4270.359773236354,163.92806296866377,86.64622899546613,360.67289302641876,-2769.4480079748896,969.8973508954767,-451.31507466902184,139.85219078857384,4.593742559752517,-3.7072807828720236,-18.026223431800716,3.744660165244072,-0.1791796217130729,0.7122563808672419,0.07756687317076082,-0.4880982798452943,-0.38478319039361497,185.8647113
-673529.6215306711,291450.54277589475,385257.22795829875,-609.3895657686292,-1148.1498036269877,195.66345534016367,4564.239085710736,21.866242407247043,28.300721149697903,707.0735198300041,792.0869534581425,361.4182079288024,94.05390565002072,185.7908841681588,-25.24236207452092,-2.049911586188181,11.109391222615944,-0.400788419467712,-0.10320483047169922,0.5466476522847753,0.09133927808003922,-0.4943136164948034,-0.23517153702943971,15.2380976
-621087.9376208624,267308.56931201403,438894.2291506854,-384.6647215729236,-2962.134461994185,907.7561936433425,812.1616715939983,180.52456143925116,105.31197893073664,210.27920605374808,-1642.121324068908,1396.2048058438156,9.931059947230995,154.8114138394648,-17.206584371416344,-0.1074659921329455,-17.605549258382695,-0.6190465723552188,-0.042403960276733856,0.6176908401547937,0.08370140670235608,-0.4702500631908165,-0.2605867549023619,276.61909039999995
-621652.2429894119,267548.57117032376,440895.65925066505,-387.8771151380685,-2945.1191319062214,1026.622001772876,5501.82308775589,181.538574539736,16.098753090930046,219.23029345899175,-1681.2238370528273,1392.302801566584,8.150591121321574,155.28351976862845,-16.390973192041614,0.07634580168663431,-17.702734387732768,-0.5564653705152554,-0.0289739629165671,-0.7259230047885156,1.1269987193396944,0.5107531721778378,-0.3167333597452367,204.2976507
-639351.438967933,275777.4905626363,411711.0492049556,-484.3591000349327,-2654.007164961086,756.8175245125316,-2346.8646496889696,164.28784162862465,110.14018113788345,330.5703195922424,-1584.9295551669702,1224.564275191113,-418.1080731710548,-192.96405452949688,16.55156111435507,-12.058602596392618,-0.5233616448503812,4.019451606515782,-0.07256391769177122,-0.6984782521261711,-0.13559024670560657,0.913497643499038,-0.5173244691641463,121.8333522
-842888.778846475,-227231.87752079772,430796.87846525764,-15268.676034718588,-2387.893557736708,1151.4783627642532,2035.9872700724222,-6298.672926140832,-757.0395946569288,-291.72876172914215,9.62941268795038,1565.5858939171928,-75.59514443186434,142.96576174987928,-15.935700589475289,108.88896798354725,-4.963516916598842,-0.5088331656704249,-0.39416214151528967,-0.4480458642678013,-0.27370942092114675,1.2883986602273174,-0.6451769394619241,83.51298912
-889935.9681737588,-275051.69682651403,413155.10612956935,3919.3086172865555,712.7431674166775,2282.799968956615,-5831.349946238178,784.1708464989148,-1170.2390460881265,-392.61152303454253,774.7398166776281,272.75650721320665,-128.2538366288526,-174.6325777179014,8.881093898883954,-17.560369670505747,-16.335750687097256,1.3953981998160372,-0.04005700248356219,0.5910843579234953,0.08345782714970906,-0.4769566935989516,-0.39345927491371147,246.4992445
-677277.8717155778,293141.19204322126,383790.8316422275,-641.9226099232096,-2190.6258742781065,473.1648975068141,4324.252070428857,203.98678137395106,27.59879950320644,289.6037693508206,-3674.080715729904,839.3484948878538,-51.41288748314514,153.14006101349506,-10.150793133211922,2.265543400219114,-43.67864052610027,-0.6982301790433283,-0.04149569607108415,-0.7760579249587972,-0.11643849669902677,0.9002102427619872,-0.4195170768627638,15.25397061
-661012.448406151,285709.5752400712,394275.89259564766,-588.8573678526087,-2943.108081038676,191.9251616358485,-5735.358297050435,152.76644416534924,37.401830071484035,-73.03508528522646,-1974.6758978263508,1223.9158610826807,-8.685504949635124,163.01489247623533,-16.503717291856177,0.8532236695848763,-24.820276048059007,-0.7215829233212211,-0.021035405231364854,0.6280201504766976,0.08385795817816256,-0.4686931098472008,-0.2672765867929317,21.51190809
-838194.641065714,-255861.91089297045,440010.15295089106,3605.5276909836625,-3345.2816618207244,1011.7173601864911,5002.919459876462,634.744267567084,111.91765349151117,-707.520415529895,-216.85010431606,1467.9422301033517,-153.9390247555514,142.90669684961733,-11.885480803321741,-9.441885634991383,-17.565773963085224,-0.5127955606345849,-0.09727243407727065,0.9596103482354166,-0.0803337247193114,-0.00913362692810774,0.4415629050732576,35.41595786
-851610.3992416002,-217410.02892765886,430634.1654655592,3510.5441259020217,3484.070463043602,-2523.8154921479545,2934.2703642285355,540.3831239630127,-279.4903764442234,-174.43533997888343,2780.3698185716953,-2213.908548508941,-45.17110301582623,-165.23663117118267,2.8030495422057937,-17.268506039946068,5.189121448296212,2.0588499931996784,-0.118234543785269,-0.8985462250055286,-0.10621526170562402,0.8733661888535368,-0.49580472401752146,52.71429387
-859379.3134541286,-235985.92585713236,428275.1112165167,3645.796365135955,3443.4782099250815,-2505.5685408099916,3136.195612134976,562.0784507525318,-323.8912683093578,-202.6429393359592,2777.853953818489,-2270.816143991297,-48.99136964945799,-165.8586483749709,3.3496415716902352,-17.479103210088148,4.112088770590677,2.648619287705128,-0.13766336455575287,0.5185628564869216,0.10719407951805826,-0.49959512352083335,-0.33893067304428415,225.8571778
-856986.7930698409,-252764.62711130167,404058.59896998043,1598.7073066633318,-3363.184859316294,636.3022756713093,-4467.986867822445,-13740.259129932387,-1381.8863753380358,111.73796464999533,-501.1741101497793,1445.4013556655757,148.79438517180793,40.39720468106857,-8.274828541848246,-20.360501939267515,-15.733413551851847,-7.193216520986549,-0.10480157896987612,0.48102237470830933,0.05318697200018705,-0.43189771420185435,-0.3143793798500505,65.94881973
-622760.6941981969,268263.8713933988,412686.4901172417,-455.0071791234633,-3027.4685576160086,945.0896204502835,-562.2544764897664,154.45889317841272,138.9072435152965,225.55964210646476,-1499.0560137974783,1466.4689917238013,-458.30573369592196,146.59458376279437,1.3413259383806182,-5.551219232280492,-0.572068377816508,4.207845916136785,-0.14845918637428276,-0.6894475142735234,-0.1492820966934906,0.8879196948126066,-0.5673267302331685,46.02024522
-862781.523444001,-264640.5693478515,438900.57002794597,3713.1645890362024,-3234.083864101576,1053.5892888198098,-6764.5800386263345,653.7703621498287,164.29424134279193,-511.93494029581586,347.6338757185433,1562.3001234087344,-97.7316133026949,-175.87159655064565,-11.889734072908595,-17.015223428394386,-16.908765950054534,1.0337282773582674,0.016428974840239936,-0.715341030060309,-0.8711474939603457,0.3413814416373361,0.4449175647958541,207.3924924
-851216.3550820539,-243328.6223425057,432723.9102019122,3524.9945401568834,-3272.8124790108195,1001.6724514580104,-3549.1762527183137,626.5469590088237,183.40666316544733,-581.0441120475163,3.132004136177897,1454.4413649444048,-187.17986169841552,143.19805511638478,9.691941114870104,-10.489237576899303,-13.880286649497,-1.440582411423735,-0.00830587894705376,-0.36337663879319954,0.9551873287432732,0.9755828887841357,0.35284379391170356,34.52071963
-857338.2587626552,-234285.4172077478,432540.4413329224,3611.4084999129545,1959.7951729267988,-1852.3289308464964,-237.26846618519218,660.8042469414814,-185.3481079424687,-463.37444583988844,176.9399236189273,-1311.8294923078333,-73.34778656391232,-180.69774654188683,8.203523882668561,-14.845826618938595,-15.699874902309839,0.7777295195697224,-0.06543306733865492,-0.8378825652512467,-0.11253870457403563,0.8914764099163509,-0.5031110120062914,215.2619381
-848679.3375116659,-175201.81593430784,809441.128482623,3873.6679610964243,-2060.265958468959,-3306.2244729386794,2162.7896801975926,927.6225476278483,1449.4684937509626,3631.7406409501095,17.300845977044233,-61.15044264506003,89.33754016321325,155.57979206066832,-21.153311269959044,-14.80241592042857,5.103344701241239,0.8255199072972107,-0.20008335506331587,0.9410401084283049,-0.023987196531891776,-0.15160525214631393,-0.41797455168703257,28.28571866
-740603.3582671721,321892.75321698905,369903.93576241244,-892.1131847497425,-2408.35875654198,550.6960530311479,6311.434509461806,361.0726216989937,348.77378013208784,5923.870499023607,-3243.396882365507,1021.2515200384836,118.10839243904148,189.0701212209356,-26.511816864902052,-7.093981339189048,-17.238428344140477,-0.8844601401297733,-0.17700358126560264,1.0399750539971335,-0.0203412871689663,-0.13196834186226508,-0.26635395030956555,1.820635202
-960467.5314988096,-197233.1004390893,449041.5358197213,3417.630961836362,1916.065694313483,-1850.2717449307277,-110.77858772930736,878.0740837945355,177.10473481148765,5270.98897410655,-178.86847784538205,-1299.931942730251,27.127759289770527,189.64923070582446,-20.974239806708802,-17.380842526484447,-2.0993187589185687,0.2278248258521313,-0.2626240190101143,0.6474353374023837,0.08924824902363845,-0.5450615911074176,-0.4049628207646466,1.500793883
-893628.16781475,-54918.61404179275,378646.90682847373,2207.085513167114,989.1692060727087,2767.4304672828166,-8848.755820459386,803.027920695146,-942.1108113725285,5440.186896546175,-27.54262614669347,242.5995699786397,36.89830630461528,195.74954762801804,-46.94741950873625,-16.646272834120165,14.160489091166472,-1.1099416049256752,-0.1723188051120302,0.6995989207226125,0.02792799704795483,-0.42123213418485805,0.49104189437240575,46.57143578
-918933.1079102036,-81558.36059269021,362805.5406090429,2188.709532753803,-1766.7376164078685,-2728.9270738392534,-8393.132999416224,625.4818368122039,1238.6742458009562,5297.97324903841,-1319.2285904302732,-54.44039151424265,75.04494727553222,184.51757449706696,-25.107359338712858,-15.188738528885823,15.509966890745213,-1.0423544999118022,-0.1640969716839045,0.7243909759445734,0.07167004620606435,-0.5246126109705547,-0.37161053872619243,29.03614395
-878416.2332826526,36970.83337641258,362771.50313402916,1537.1845783613358,1353.7820870496794,3270.9345961692643,-3735.3732402266883,428.97735990159435,-1596.0639306497087,-121.0294402682588,1350.628711022115,269.1868279071346,-87.69139949393522,176.8194999203775,-13.749484610810637,-7.394587232244685,5.210040162636003,-0.6611338377380868,-0.0691459919929221,-0.5358608147594743,-0.24575044530495646,1.236805095165526,-0.5410835820788829,181.9159012
-865207.3230326996,-1718.6222235779273,379683.5144380557,1551.631825416097,-2296.709348206021,-3406.398783584319,-1387.7564453278337,440.935069190592,1677.096685718554,5413.025047464129,-340.12605765819893,-4.105795594199126,334.16772189140426,203.84326209009032,-38.23042760498938,-11.892603270596913,9.369417675705012,-2.639813707947249,-0.15447486465573473,0.9801907417145523,-0.023569825437378136,-0.1459352808978284,-0.28997792084004675,68.40477249
-855725.3654351996,14212.929722966282,380414.66322498716,1415.4764301928928,-2169.517933669475,-3478.4591255716737,6402.3722192386385,406.52120481648615,1654.1046937057895,5438.0317407799785,-257.459861115076,-47.503712996682964,-59.777861238416044,185.4560292771854,-43.977126440665074,-16.147588260231803,23.148759620966906,-1.2011533944333583,-0.11317034327238093,0.7032166806227763,0.03868025853307461,-0.42846566706464656,0.49527467632974875,125.2143051
-848399.597868142,53405.37487071359,378683.8672057476,1390.5456695230646,1337.7323535041,3153.464191521634,-6951.4156812803085,699.5906702859589,-1149.0023544857788,5726.305286638492,329.1344443209314,283.0766221505065,73.52276402094512,202.94699932790724,-43.47848968986925,-15.520494905923865,20.77132671243415,-0.8865928455958374,-0.1866609657985504,0.6822603775808751,0.038702137390321995,-0.3982226533616455,0.6682979768096857,176.3125273
-847620.7006376744,65918.64607940041,377635.7958882811,1291.0271428773513,1351.9853209294988,3219.7098476317788,-4120.3806415338795,688.3689689235229,-1233.8392993928012,5812.082256993564,390.76044551409825,291.08723543447843,71.34205253079658,204.9041542964624,-28.31774913636115,-15.478115994314217,21.91285241642938,-0.8468480299105504,-0.18476419207305061,0.6551728601347536,0.07208288730518933,-0.5322721463898873,-0.35293234871378804,197.02384
-781974.0514950913,-151632.89839158216,47790.86164004507,2088.9419193607123,4403.348982055979,-2.2944442849526783,6668.358177081756,328.9660945621143,-1209.6168778949366,2170.3741005861866,2848.4566273448345,-1863.2114445970753,-97.80519795500751,-132.15209788839553,2.223441551196656,-20.191554825620344,15.387040460862089,-1.6052254070827932,-0.08804974390426373,0.5949448446132496,0.0893273678513662,-0.5014688950662287,-0.31834794061209815,143.55954599999998
-328690.7071518564,138654.87417137294,-52177.29745637976,16431.64153689292,433573.6566861553,50437.42203283216,-5714.399867426947,-1995.1157864400534,16573.37604566738,-1212.7462664812892,-435.06524374810004,1057.4188320435585,-3.619785902182481,18.05268618936921,-5.132860631615517,-1.4620187620749499,-8.590699353301767,-0.10967795634702876,0.005577128175817839,0.617113439292624,0.14072285118322836,-0.491225802386888,-0.025835466747574396,128.2317659
-1109798.312556469,-97731.6100763974,-52234.73887731793,1456.0463929714033,-1715.0570503443644,-2855.8535454445605,7803.278663739058,-29.28011562723254,845.8692237356121,-43.26716366177892,95.10714546706288,-34.76040066828325,1.2516230451022974,-177.98516997748024,6.532369949131669,-13.837602942527438,-20.49033157282135,0.534824723379184,-0.038782128900854244,-1.1392578794233343,-0.682328788095056,-0.16758836578528252,-0.29978934767215426,70.73810619
-934739.7327312977,-285950.5948713944,168107.13925637095,-67726.04722672957,2972.495804450168,2314.3040083352457,2284.348570865129,-4582.107893988106,-1502.2990902624026,93.42755776964584,-958.7330073896242,68.00854648729184,-69.75543090886023,-175.93236136194716,18.31407285559421,178.01288825401605,-20.102029399191707,-1.5632052305586304,-0.5544140128250299,-1.0055828857964062,-0.7194055558969725,-0.08516418254590785,-0.5399103654065125,148.2833563
-872153.6523446544,-258203.39599265004,-1769.6583251654408,2578.704626830096,-1813.1195077965094,-2783.0934249977277,-3588.607041576344,202.51305296529674,1051.683734729964,143.0040062256267,-77.4224732961742,-128.7141771450206,288.7741176330008,-23.63470587809369,-13.89132230067023,-8.948174629211737,-37.81569995870622,-5.032524059212813,0.04604347642547622,0.5931170345853173,0.09524144756153147,-0.4638355014410947,-0.22904225478394682,12.58333528
-723149.8477901059,314213.5987578004,342855.2178558961,-925.7216913282572,-3202.854916226693,540.346354003582,7607.696463847599,63.503773028626064,369.34435584662185,2041.730615811285,-1095.5544873838464,1480.577402086681,-355.20039055748106,-179.21603693096964,11.81917232516671,-14.79963561532509,10.384760861753382,4.039299818545587,-0.1285287575892392,-0.7226788839056686,-0.12799109789571894,0.8928834670086261,-0.49900373453480573,17.21798296
-780382.9923838427,-93631.65166424701,-129783.31022536178,946.3396003415374,-2035.069841905568,-3103.252998440468,-142.5934491228849,-21.304589027387845,1352.659628228975,2449.775758923372,-164.71942087247868,-75.3439852777651,11.035058945140912,-45.736582088052906,-6.095304049382165,-14.463748288390475,2.12424349132048,-0.8879826959939683,-0.09463861644176548,0.735456827959675,0.07649156802515379,-0.4762467330545438,-0.2735436355082207,165.3333589
-820416.2881677942,-310322.0109292679,-59046.868924957176,2760.915040887769,-1951.4245044206566,-3377.8553383659937,-5151.073994059256,203.99291408677857,1142.0574186219462,548.0102796897844,385.87488747896344,-188.6801513667804,-198.08706856926986,122.84764157898843,-2.795349850088574,-12.855173215647914,-22.586901676785235,-2.247286614580497,-0.03948975218055372,0.7151677057476737,0.06480794963055658,-0.48796792048540916,-0.40878704152143835,9.448358605
