,surface_x,surface_y,standardized_operator_name,gross_perforated_length,total_proppant,true_vertical_depth,proppant_intensity,frac_fluid_intensity,average_stage_length,average_proppant_per_stage,average_frac_fluid_per_stage,proppant_to_frac_fluid_ratio,frac_fluid_to_proppant_ratio,bin_lateral_length,pad_id,frac_seasoning,horizontal_midpoint_x,horizontal_midpoint_y,horizontal_toe_x,horizontal_toe_y,Slickwater,Crosslink,Linear,relative_well_position_Inner Well,relative_well_position_Outer Well,relative_well_position_Standalone Well,batch_frac_classification_Batch-Concurrent Frac,batch_frac_classification_Batch-Sequential Frac,batch_frac_classification_Non-Batch Frac,well_family_relationship_Infill Child Well,well_family_relationship_Sibling Well,well_family_relationship_Standalone Well,OilPeakRate
10,1371482.623,687749.5863,1349.0,4555.11811,677285.7143,8586.614173,109.00965445,122.8927684,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.0,102697.0,38.0,1371963.878,690258.8337,1372271.125,692250.6863,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,88.17779142
11,1378206.882,697393.7753,1349.0,4726.377953,95767.92857,8639.76378,20.26243553,139.93276559999998,232.701026,21654.42857,110012.18295,0.144801223,6.906019038999999,1.0,100930.0,38.0,1378650.0990000002,699753.5269,1379056.999,701927.9248,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,208.4258259
12,1380287.7240000002,702503.6795,1022.0,3338.582677,130063.1429,8666.338583,38.95759232,205.5782865,303.50751610000003,11823.92208,62394.55511,0.189502466,5.276976176,1.0,114221.0,38.0,1380950.0159999998,705038.8183,1381428.0780000002,706932.7923,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,82.86906044
13,1377669.229,702913.2241,1022.0,3700.787402,677285.7143,8643.700787,109.00965445,159.5644009,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.0,103308.0,38.0,1378205.553,705432.1033,1378654.0269999998,707380.5969,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87.55337972
14,1365743.664,693173.5244,1349.0,4525.590551,677285.7143,8564.96063,109.00965445,89.95335711,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.0,102008.0,38.0,1365263.8469999998,690738.1419,1364812.815,688724.7632,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,95.88096722
15,1377550.655,702118.4154,1349.0,4616.141732,677285.7143,8624.015748,109.00965445,124.765464,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.0,106368.0,38.0,1377183.555,699739.4783,1376760.782,697621.6015,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,175.5217108
16,1375960.479,702338.9719,1349.0,4242.125984,677285.7143,8615.15748,109.00965445,570.8121912,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.0,102446.0,38.0,1375574.975,699967.1585,1375163.738,697883.8492,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.16667598
17,1377352.176,707536.4878,1022.0,3596.456693,110714.2857,8624.015748,30.78426773,166.0136299,232.701026,21654.42857,110012.18295,0.18543217,5.392807501,1.0,101023.0,38.0,1375027.144,699665.1543,1374601.89,698249.0637,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,93.01231598
18,1379795.783,697164.3235,1349.0,4672.244094,94998.78571,8629.92126,20.3325819,131.8990581,232.701026,21654.42857,110012.18295,0.154152594,6.487078658,1.0,100221.0,38.0,1380219.9619999998,699615.0431,1380604.2,701703.3509,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,54.92857993
19,1375260.279,702533.1604,1008.0,4012.795276,677285.7143,8617.125984,109.00965445,146.57191569999998,364.7995705,21654.42857,53469.37191,0.195241956,5.121849946,1.0,114355.0,38.0,1374779.66,699937.8923,1374434.7969999998,697981.9136,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.41667787
20,1373273.164,698096.9514,1008.0,3739.173228,677285.7143,8691.929134,109.00965445,121.0594007,373.9173228,21654.42857,45266.207010000006,0.195241956,5.121849946,1.0,106080.0,38.0,1373718.748,700652.692,1374087.029,702642.9174,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,63.11905739
21,1374456.74,691873.4428,1349.0,4642.7165350000005,85610.35714,8555.11811,18.43971229,128.0110043,232.701026,21654.42857,110012.18295,0.144047868,6.942136747,1.0,106030.0,38.0,1376913.871,691425.6657,1378944.957,691068.333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,133.41073490000002
22,1385671.63,717128.0484,1121.0,4312.007874,100025.9286,8705.708661,23.19706538,570.8121912,287.46719160000004,6668.395238,110012.18295,0.195241956,5.121849946,1.0,107996.0,38.0,1384833.774,714584.8294,1384581.136,712495.3708,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,31.7996081
23,1370738.134,693274.5081,1349.0,4354.330709000001,202714.2857,8649.606299,46.55463704,570.8121912,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.0,111574.0,38.0,1371282.441,695741.0041,1371725.34,697637.9475,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.64286034
24,1372886.388,697430.6596,1349.0,4746.062992,87285.71429,8598.425197,18.39118327,144.19121850000002,232.701026,21654.42857,110012.18295,0.12754718,7.840236074,1.0,103966.0,38.0,1372462.4419999998,694979.8194,1372081.4740000002,692942.9084,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,76.35715467
25,1374463.494,697221.5403,1349.0,4697.834646,95323.07143,8588.582677,20.29085283,129.6761973,232.701026,21654.42857,110012.18295,0.156473225,6.390869736,1.0,100770.0,38.0,1374036.872,694792.7270000001,1373662.483,692747.4326,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,178.69050380000002
26,1362967.634,667585.4858,1008.0,3459.6456689999995,677285.7143,8899.606299,109.00965445,570.8121912,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.0,100514.0,38.0,1363442.8069999998,670214.6984,1363777.832,672100.8183,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.30952525
27,1381088.851,696847.4517,1121.0,4059.055118,74428.57143,8682.086614,18.33642788,105.4674658,232.701026,21654.42857,110012.18295,0.173858618,5.751799994,1.0,100306.0,38.0,1381199.763,699458.9261,1381373.915,701563.4216,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,81.85715553
28,1382259.1409999998,696851.9708,1197.0,4181.102362,677285.7143,8628.937007999999,109.00965445,570.8121912,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.0,100596.0,38.0,1382693.895,699294.4254,1382946.544,701346.6159999999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,82.80953663
29,1392841.056,705958.0823,1197.0,4847.440945,677285.7143,8719.488189,109.00965445,110.0003871,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.0,113033.0,38.0,1393239.68,709057.0184,1393781.201,711535.7811,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.202381912000001
30,1362350.494,665615.9808,1008.0,2720.472441,677285.7143,8462.598425,109.00965445,140.5982113,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.0,104572.0,38.0,1361668.12,663816.1883,1361449.554,662482.5939,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,185.8647113
31,1361167.408,667161.8404,1008.0,6320.866142,677285.7143,8517.716535,109.00965445,570.8121912,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.5,104301.0,38.0,1360740.112,666326.7107,1360666.623,665907.6808,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.2380976
32,1387473.2780000002,705975.8589,1022.0,3918.307087,677285.7143,8576.771654,109.00965445,570.8121912,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.0,108032.0,38.0,1387015.052,703476.6833,1386642.615,701567.6573,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,276.61909039999995
33,1388777.074,705784.0975,1022.0,3905.511811,677285.7143,8581.692912999999,109.00965445,570.8121912,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.0,103342.0,38.0,1388200.114,703261.4565,1387730.701,701391.2048,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,204.2976507
34,1373436.013,692064.0498,1349.0,3917.322835,677285.7143,8522.637795,109.00965445,120.8261624,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.0,111194.0,38.0,1373039.189,689858.0783,1372711.002,688192.7211,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,121.8333522
35,1384890.551,706581.9752,1025.0,4017.716535,135363.7857,8605.314961,33.69172129,253.0289652,365.2469578,12305.7987,92418.05976,0.133153614,7.510122829,1.0,106759.0,28.0,1384374.825,704256.054,1383892.8909999998,702156.9475,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,83.51298912
36,1378718.8390000002,689343.7685,1349.0,4085.629921,72142.85714,8572.834646,17.65770727,129.7929799,232.701026,21654.42857,110012.18295,0.136045164,7.350500147000001,1.0,114700.0,38.0,1376239.914,689822.5135,1374165.801,690169.7633,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,246.4992445
37,1360633.121,665564.6931,1008.0,1824.80315,677285.7143,8426.181102,109.00965445,570.8121912,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,0.0,104512.0,38.0,1360290.0869999998,663799.8214,1360097.996,662640.6411,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.25397061
38,1364804.011,677171.8903,1008.0,3444.88189,677285.7143,8911.417323,109.00965445,570.8121912,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.0,114578.0,38.0,1365192.397,674819.4855,1364840.846,673151.4766,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21.51190809
39,1389082.076,716751.1858,1025.0,3355.314961,111142.8571,8718.503937000001,33.12441856,167.5513855,232.701026,21654.42857,110012.18295,0.197697073,5.0582438210000005,1.0,103846.0,31.0,1388472.582,714057.1949,1388020.595,712067.286,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,35.41595786
40,1384513.136,693815.5051,1349.0,6426.1811020000005,140571.4286,8661.417323,21.87480034,171.0797314,232.701026,21654.42857,110012.18295,0.127863191,7.820859102999999,1.5,105943.0,38.0,1385262.113,697706.7998,1385924.167,700930.6147,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52.71429387
41,1383205.236,694004.2745,1349.0,6351.377953,120428.5714,8661.417323,18.96101481,160.509568,232.701026,21654.42857,110012.18295,0.1181301219999999,8.465241425,1.5,105741.0,38.0,1383961.7969999998,697802.6285,1384586.811,701122.1357,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,225.8571778
42,1369637.316,703429.6463,1121.0,3656.496063,105996.6429,8604.330709,28.98858389,570.8121912,243.7664042,7066.442856999999,110012.18295,0.195241956,5.121849946,1.0,113278.0,38.0,1369389.284,700739.5103,1369185.252,698708.7834,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,65.94881973
43,1372642.428,702896.07,1008.0,4026.574803,677285.7143,8614.173228,109.00965445,97.81391883,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.0,109411.0,38.0,1372168.884,700358.1154,1371789.704,698345.4924,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.02024522
44,1390002.907,705866.9511,1349.0,3786.417323,93000.0,8544.291339,24.56147648,177.3055249,232.701026,21654.42857,110012.18295,0.138526289,7.218846355,1.0,115615.0,20.0,1389412.2759999998,703318.2815,1388865.559,701225.0327,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,207.3924924
45,1386198.38,706392.7193,1025.0,3535.433071,117142.8571,8627.952756,33.13394846,124.50414740000002,232.701026,21654.42857,110012.18295,0.266127267,3.757600683,1.0,112399.0,53.0,1385607.481,703758.0864,1385177.981,701781.9571,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,34.52071963
46,1385719.08,696308.9452,1349.0,3735.23622,122857.1429,8596.456693,32.89139846,220.5255846,232.701026,21654.42857,110012.18295,0.149150034,6.704658208,1.0,109096.0,38.0,1386326.0380000002,698844.6726,1386731.522,700761.1247,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,215.2619381
47,1600425.468,719084.1058,1050.0,4437.992126,182857.1429,4128.937008,41.20267402,297.6817181,232.701026,21654.42857,110012.18295,0.138411839,7.224815506,1.0,106611.0,41.0,1603099.285,718524.695,1605234.586,718067.9958,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,28.28571866
50,1529836.711,617902.7071,1030.0,2692.913386,677285.7143,8253.937007999999,109.00965445,570.8121912,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.0,101857.0,38.0,1530201.407,619991.1802,1530355.0180000002,621240.5598,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.820635202
51,1471695.4,606664.2142,1030.0,3160.433071,677285.7143,7674.212598,109.00965445,155.83004680000002,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.0,102628.0,38.0,1471589.101,609098.6608,1471574.355,610707.3337,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.500793883
52,1358144.2769999998,624852.9755,1008.0,2815.944882,677285.7143,2973.425197,109.00965445,570.8121912,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.0,102509.0,38.0,1357788.93,622938.573,1357507.72,621593.953,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,46.57143578
53,1403729.834,635102.2169,1008.0,3880.905512,114223.6429,2950.787402,29.43221434,184.8503162,232.701026,21654.42857,110012.18295,0.1592218769999999,6.280543967000001,1.0,108941.0,38.0,1404286.165,637631.9966,1404716.512,639573.2427,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,29.03614395
54,1365931.3269999998,632625.1553,1008.0,4478.346457,270950.6231,3148.622047,60.50238089,252.8402361,232.701026,21654.42857,110012.18295,0.239290952,4.179012996,1.0,117700.0,16.0,1362931.304,633148.4452,1360680.738,633640.288,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,181.9159012
55,1353190.129,625411.6759,1008.0,3099.409449,236142.8571,3013.779528,76.18962936,307.84869289999995,232.701026,21654.42857,110012.18295,0.247490508,4.040559004,1.0,117217.0,38.0,1355445.55,624968.1291,1356954.608,624662.7393,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,68.40477249
56,1358844.1930000002,617434.5734,1008.0,5508.858268,360818.4286,9076.771654,65.49786018,278.0055617,232.701026,21654.42857,110012.18295,0.2355991,4.244498384,1.0,112612.0,38.0,1355376.019,618162.8211,1352636.5,618746.0871,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,125.2143051
60,1360606.591,636132.2365,1008.0,4494.094488000001,331142.8571,3122.0472440000003,73.68399975,570.8121912,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.0,110215.0,38.0,1363420.889,635408.1404,1365651.205,634810.6549,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,176.3125273
61,1360789.8280000002,637237.193,1008.0,4676.1811020000005,349571.4286,3169.291339,74.75575067,182.0715693,232.701026,21654.42857,110012.18295,0.410584425,2.435552686,1.0,102426.0,15.0,1363579.738,636676.4235,1365858.921,636133.5495,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,197.02384
62,1347654.383,616930.9112,1008.0,4085.629921,311000.0,9076.771654,76.1204529,352.44264669999995,232.701026,21654.42857,110012.18295,0.215979688,4.630065025,1.0,102551.0,27.0,1350589.935,616302.9798,1352621.477,615859.1907,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,143.55954599999998
66,1366880.129,641626.8941,1008.0,4430.11811,350428.5714,3267.716535,79.10140604,339.7943792,232.701026,21654.42857,110012.18295,0.2327919789999999,4.295680649,1.0,105251.0,40.0,1363828.7219999998,642367.9004,1361698.513,642852.1337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.2317659
68,1354502.2769999998,634064.043,1008.0,4994.094488000001,408857.1429,3166.338583,81.86812321,344.4914329,232.701026,21654.42857,110012.18295,0.237649228,4.207882377,1.0,110885.0,26.0,1357886.461,633372.4144,1360292.38,632881.0209,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,70.73810619
69,1366108.374,630434.2771,1008.0,5265.748031,388285.7143,3117.125984,73.73799733,317.8859393,232.701026,21654.42857,110012.18295,0.231963696,4.311019431,1.0,115807.0,23.0,1362748.045,631163.545,1360165.525,631713.7277,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,148.2833563
70,1365869.576,627800.7382,1008.0,5384.84252,400000.0,3078.740157,74.28258088,316.1574841,232.701026,21654.42857,110012.18295,0.234954365,4.256145659,1.0,112976.0,38.0,1362473.189,628517.345,1359780.986,629094.2143,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.58333528
85,1164427.782,684558.5478,1316.0,6928.149606,226571.4286,6915.3543310000005,32.70302194,99.67619727,232.701026,21654.42857,110012.18295,0.328092592,3.0479200810000004,1.5,102275.0,38.0,1162967.547,688632.7376,1161735.813,691935.7335,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.21798296
87,1146675.315,715491.5849,1316.0,7211.614173000001,207142.8571,9259.84252,28.72350796,104.9078748,232.701026,21654.42857,110012.18295,0.273797444,3.652335048,1.5,104203.0,38.0,1147157.235,720456.0492,1147697.73,724390.1102,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,165.3333589
88,1101780.762,665417.0492,1025.0,2116.141732,201448.5714,6553.149606,95.19616213,523.9492951999999,232.701026,21654.42857,110012.18295,0.181689646,5.50389095,0.0,112413.0,38.0,1099932.5359999998,665936.3281,1098889.321,666240.6177,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.448358605
91,1180408.74,503581.2216,1121.0,3551.1811020000005,165857.1429,2674.212598,46.70478302,373.8053422,232.701026,21654.42857,110012.18295,0.124944129,8.003577322,1.0,105428.0,38.0,1180917.869,506167.2163,1181259.542,507963.6228,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,60.2900887
92,1218442.302,518568.6877,1121.0,6320.866142,677285.7143,9076.771654,109.00965445,570.8121912,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.5,116745.0,38.0,1012398.28,1012839.1,1012870.619,1013493.242,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.80952564
93,1216904.693,516033.6745,1121.0,6320.866142,677285.7143,9076.771654,109.00965445,570.8121912,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.5,103930.0,38.0,1012398.28,1012839.1,1012870.619,1013493.242,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.844842639
94,1129247.496,497232.9788,1343.0,3292.322835,139857.1429,9076.771654,42.47977792,294.8828869,232.701026,21654.42857,110012.18295,0.1440564369999999,6.941723836,1.0,101091.0,38.0,1131451.875,497138.3601,1132830.89,496793.1603,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.63095449
96,1240579.435,649432.2052,1349.0,2692.913386,42563.28571,7895.669290999999,15.80566458,89.46302154,448.8188976,7093.880952,40152.69471,0.1766726,5.660187276,1.0,106445.0,38.0,1238803.338,649818.2431,1237755.048,650162.8289,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.91667842
100,1136183.1509999998,663104.421,1197.0,3287.401575,91968.07143,8312.992126000001,27.97591634,570.8121912,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.0,112498.0,38.0,1138393.707,662676.1596,1140036.088,662370.2132,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,38.27381545
107,1331514.518,599950.1946,1008.0,3705.708661,81857.14286,6493.110236,22.08947069,184.6594453,232.701026,21654.42857,110012.18295,0.11962275,8.359613859,1.0,104146.0,38.0,1331753.314,602396.6598,1332135.033,604154.0092,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,101.53573
110,1319412.6409999998,590027.0667,1022.0,1657.480315,677285.7143,6380.905511999999,109.00965445,570.8121912,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,0.0,113366.0,38.0,1319264.371,588028.0716,1319101.877,586565.5757,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.1718409
111,1057707.037,699695.1418,1270.0,1648.622047,677285.7143,5097.440945,109.00965445,570.8121912,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,0.0,115290.0,38.0,1059239.824,699433.4617,1060019.999,699282.1383,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.14286011
113,1249965.043,696131.109,1121.0,3853.346457,115249.8571,8059.055118000001,29.90903061,116.9529811,232.701026,21654.42857,110012.18295,0.255735513,3.910289927,1.0,112144.0,38.0,1250398.897,698559.3603,1250579.259,700356.5356,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,217.6905099
116,1324842.937,641741.1452,1022.0,4349.409449,103428.5714,7220.472441,23.77991142,136.91983530000002,232.701026,21654.42857,110012.18295,0.173677622,5.757794168999999,1.0,113918.0,38.0,1324377.572,639314.6786,1324044.067,637399.1591,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,56.04762772
117,1313108.304,624225.0922,1349.0,6320.866142,677285.7143,9076.771654,109.00965445,570.8121912,232.701026,21654.42857,110012.18295,0.195241956,5.121849946,1.5,116223.0,38.0,1012398.28,1012839.1,1012870.619,1013493.242,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.76190658
